ID,noise,X,Y_Z_1,Y_Z_0,S_inclusion_prob,Z,Z_cond_prob,Y,condition
0001,0.17198632318088483,0.8571306486852471,2.0698975453546935,1.029116971866132,0.8043136576905147,0,0.5,1.029116971866132,Control
0005,1.0730377836767346,0.7577838188816175,2.6004023254351596,1.8308216025583521,0.7757097946076807,0,0.5,1.8308216025583521,Control
0007,1.9209609654491067,0.8023364157056448,3.609616621236692,2.7232973811547514,0.7888208085375182,0,0.5,2.7232973811547514,Control
0010,-0.4852184052060092,0.14943964110458188,-0.36583417198678575,-0.33577876410142726,0.5593966330893684,0,0.5,-0.33577876410142726,Control
0011,0.6402402926146924,0.7645344238775245,2.191533275140931,1.4047747164922169,0.7777255846396187,0,0.5,1.4047747164922169,Control
0014,-0.22977976285695387,0.031213214192492383,-0.21222462628025485,-0.1985665486644615,0.5124502491759962,1,0.5,-0.21222462628025485,Treatment
0015,-0.07974614191625139,1.2294872370110734,3.5582752085355325,1.1497410950948221,0.890555409903639,0,0.5,1.1497410950948221,Control
0016,-0.5116026231896927,1.7079445288519466,6.176518668506876,1.196341905662254,0.9561766821433869,1,0.5,6.176518668506876,Treatment
0022,1.531073142237355,-0.10190511663733066,1.5008898895124254,1.4291680256000243,0.4594159943097169,0,0.5,1.4291680256000243,Control
0023,-1.7960787205460822,1.0208889343711458,0.798794179282398,-0.7751897861749364,0.846346468805873,1,0.5,0.798794179282398,Treatment
0024,0.4412792607454186,0.06361888659520927,0.4811834295062515,0.5048981473406279,0.5253631535615985,1,0.5,0.4811834295062515,Treatment
0026,-0.9865465141335663,0.9362877002526849,1.2348666512816993,-0.05025881388088138,0.825437460395525,0,0.5,-0.05025881388088138,Control
0027,-0.4312165821512307,1.3108507905465556,3.660868403275107,0.8796342083953249,0.9050459104868003,1,0.5,3.660868403275107,Treatment
0029,1.6212295781355193,1.5589359157535803,7.261259914865217,3.1801654938890995,0.9404942257013894,1,0.5,7.261259914865217,Treatment
0030,-0.4917663965765048,1.5553018842208375,5.1238124476556886,1.0635354876443328,0.940062905585622,1,0.5,5.1238124476556886,Treatment
0031,-0.8264954534824627,0.918200656828646,1.3187897673329743,0.09170520334618337,0.8207430875659478,1,0.5,1.3187897673329743,Treatment
0032,-0.4945776942029853,0.9461218108142034,1.768776173000811,0.4515441166112181,0.8279567698114496,0,0.5,0.4515441166112181,Control
0035,0.17218923893903731,-0.7123698460475655,0.830945911030919,-0.5401806071085282,0.23811789146955234,1,0.5,0.830945911030919,Treatment
0039,0.7995770756611,0.2535252954526131,1.0548898742560762,1.053102371113713,0.6000688417168386,0,0.5,1.053102371113713,Control
0040,-0.5488004617236238,-0.04100672165983515,-0.5659407201109671,-0.5898071833834589,0.4836452686307246,1,0.5,-0.5659407201109671,Treatment
0041,0.6807123685197455,1.0887512834655886,3.595846724748473,1.7694636519853342,0.8618682100081563,1,0.5,3.595846724748473,Treatment
0045,0.9002006358284917,0.8546747013819075,2.7884756768839507,1.7548753372103993,0.803634370134114,0,0.5,1.7548753372103993,Control
0047,-1.0985940860751258,2.678634612233734,14.590889991754874,1.5800405261586083,0.9963038494073339,1,0.5,14.590889991754874,Treatment
0049,0.2045224391841473,0.6587018173560071,1.401649516238364,0.8632242565401544,0.7449563671278473,0,0.5,0.8632242565401544,Control
0050,0.5031127092460209,0.0503454044907427,0.5333547309980653,0.5534581137367636,0.5200764289644788,1,0.5,0.5333547309980653,Treatment
0052,0.45282649440770406,1.3184937926289917,4.588925153124565,1.7713202870366958,0.9063307991757322,1,0.5,4.588925153124565,Treatment
0053,0.8506350366656745,1.245965785168753,4.578479404872425,2.0966008218344276,0.8936115216922966,0,0.5,2.0966008218344276,Control
0054,-0.28240534439341913,0.8790786806418731,1.7026926494456303,0.596673336248454,0.8103206918470232,1,0.5,1.7026926494456303,Treatment
0056,1.0911467092447606,2.8173520150164704,18.374767469787727,3.9084987242612312,0.9975789288498147,0,0.5,3.9084987242612312,Control
0057,0.2906959009825727,0.6583738394385633,1.4867950456160046,0.949069740421136,0.7448510293930819,0,0.5,0.949069740421136,Control
0059,-0.34241271777599686,0.21594230721066426,-0.14117940408373492,-0.1264704105653326,0.5854836406897287,0,0.5,-0.1264704105653326,Control
0062,-2.0487653281595546,0.8097598176632386,-0.33246349472393266,-1.239005510496316,0.7909608844815026,1,0.5,-0.33246349472393266,Treatment
0064,-0.18970413232797326,0.33517140496183556,0.20256131156112608,0.1454672726338623,0.6312521043764496,1,0.5,0.20256131156112608,Treatment
0065,-1.2094787115332906,0.3239641338356912,-0.8375911245916257,-0.8855145776975993,0.6270174059328169,0,0.5,-0.8855145776975993,Control
0066,-1.0521358822849114,0.09635815113370137,-0.9853870201382502,-0.95577773115121,0.5383819360162027,0,0.5,-0.95577773115121,Control
0067,-0.7275241445623574,0.8361644808804299,1.088900174049935,0.10864033631807257,0.7984688113118134,1,0.5,1.088900174049935,Treatment
0069,-0.18761483420817293,-0.44314458578600174,-0.01643287927827966,-0.6307594199941746,0.3288305787755206,0,0.5,-0.6307594199941746,Control
0070,1.462689213056713,0.5979804924754386,2.4768407980567684,2.0606697055321517,0.7250735252421068,1,0.5,2.4768407980567684,Treatment
0072,0.33983786331772986,-1.0794910742218116,2.1306942848559456,-0.7396532109040816,0.14018443533567368,1,0.5,2.1306942848559456,Treatment
0077,-2.0171234043691375,0.44564130200323243,-1.3971104132652488,-1.5714821023659051,0.6720718144273163,0,0.5,-1.5714821023659051,Control
0080,0.2971694812121881,0.4766439590179905,0.989870388057871,0.7738134402301786,0.6831921624258892,0,0.5,0.7738134402301786,Control
0082,-1.3309212767764598,-0.5434629637312702,-1.011948772746943,-1.87438424050773,0.2934055421469648,0,0.5,-1.87438424050773,Control
0084,-0.051898710624558114,0.12135414371972872,0.03823201763120339,0.0694554330951706,0.5482947318126946,0,0.5,0.0694554330951706,Control
0085,0.18200187506621865,1.49381524663233,5.391877480524801,1.6758171216985487,0.932388042320585,1,0.5,5.391877480524801,Treatment
0087,-0.20729454611299977,0.4904187268604481,0.5189358726280697,0.2831241807474483,0.688081186123906,0,0.5,0.2831241807474483,Control
0088,0.46011941483001845,2.2800850171511953,11.997737294280348,2.7402044319812138,0.988698676665435,0,0.5,2.7402044319812138,Control
0092,1.9444445337686072,0.10209309554896186,2.0163370818606268,2.046537629317569,0.5406586093333638,1,0.5,2.0163370818606268,Treatment
0093,0.1766078936379221,-0.029604427181446104,0.16355852426468212,0.147003466456476,0.48819126724119005,0,0.5,0.147003466456476,Control
0094,-0.48922060459956074,1.1050004137699554,2.5053314311489623,0.6157798091703947,0.8654202950807355,1,0.5,2.5053314311489623,Treatment
0096,-0.4937360357723702,-0.24476835484711418,-0.49629711812680166,-0.7385043906194844,0.40331789892981545,1,0.5,-0.49629711812680166,Treatment
0097,-0.37592096030251115,0.22893442715803908,-0.15663180284713263,-0.14698653314447208,0.5905400589747861,0,0.5,-0.14698653314447208,Control
0098,-0.7438456098600141,1.1393019714144452,2.4218233399848916,0.3954563615544311,0.8727113867885017,0,0.5,0.3954563615544311,Control
0099,-0.2846489997145014,-1.449569079952579,3.193067495418342,-1.7342180796670805,0.07358936180908862,1,0.5,3.193067495418342,Treatment
0101,1.505162992621134,-0.443801035239236,1.6771811927603513,1.061361957381898,0.32859321993715196,0,0.5,1.061361957381898,Control
0103,-1.3351007895283862,-0.2869268903148663,-1.3139101539143008,-1.6220276798432525,0.3870841501450626,0,0.5,-1.6220276798432525,Control
0104,-0.9209954703305029,0.4470617091617959,-0.2977362721522726,-0.473933761168707,0.6725847475169444,1,0.5,-0.2977362721522726,Treatment
0106,-0.8616635330434307,-0.4629042634229087,-0.6645549505646737,-1.3245677964663394,0.3217164957032625,0,0.5,-1.3245677964663394,Control
0108,-0.8002241216700386,-0.026152029743777873,-0.8119322792224887,-0.8263761514138165,0.4895680387499893,0,0.5,-0.8263761514138165,Control
0111,-0.09558702844177931,-0.8799104714374167,1.0129426113299462,-0.9754974998791961,0.18945390579402774,0,0.5,-0.9754974998791961,Control
0112,-0.0395037772959206,0.6357416608618758,1.08670197184585,0.5962378835659552,0.7375275911826293,1,0.5,1.08670197184585,Treatment
0113,-0.20492659628336943,1.094958290698055,2.740419865802471,0.8900316944146857,0.8632325450892122,0,0.5,0.8900316944146857,Control
0115,-0.09217930707147365,0.4517547059507261,0.5418626746011435,0.35957539887925244,0.6742771484962926,0,0.5,0.35957539887925244,Control
0117,0.007188562773674729,-0.5746206382211665,0.3802559994024929,-0.5674320754474917,0.28277394555288093,1,0.5,0.3802559994024929,Treatment
0118,-0.7696134527393601,-0.6344367575883535,-0.2818118327750904,-1.4040502103277137,0.2628979137198889,0,0.5,-1.4040502103277137,Control
0119,0.45446125605581145,0.7700686103376353,2.0255068904793028,1.2245298663934467,0.7793704025860941,0,0.5,1.2245298663934467,Control
0120,-0.3125487957293982,0.3619226655648453,0.1303885687521502,0.049373869835447115,0.6412950890794575,0,0.5,0.049373869835447115,Control
0121,-0.8870806603083785,-0.3860187287113197,-0.7820691068322314,-1.2730993890196982,0.349741399149351,1,0.5,-0.7820691068322314,Treatment
0124,-0.5641920229845729,-0.42748647522110644,-0.4124458876011948,-0.9916784982056794,0.3345125169995856,1,0.5,-0.4124458876011948,Treatment
0125,0.6235541113339025,-0.5108130147782071,0.8900074760784006,0.11274109655569542,0.30474099748956995,1,0.5,0.8900074760784006,Treatment
0126,-1.016586627632575,-1.8666766564960398,5.019038523933872,-2.8832632841286148,0.03097337775307949,0,0.5,-2.8832632841286148,Control
0127,1.4174997976481594,-0.6907834308534315,2.0264715789047187,0.7267163667947278,0.24485082480653766,1,0.5,2.0264715789047187,Treatment
0131,-1.352446272364639,1.5054247203881,3.9328732653405885,0.15297844802346083,0.9338925412424895,0,0.5,0.15297844802346083,Control
0133,0.41175060580479894,1.4160649530249108,5.13026298468814,1.8278155588297098,0.9216217559422903,1,0.5,5.13026298468814,Treatment
0137,0.19500226661890946,-0.5664833272288172,0.5535673230609632,-0.37148106060990777,0.2855326318964822,0,0.5,-0.37148106060990777,Control
0138,-0.4133086395631513,2.3116986825890513,11.430442299899283,1.8983900430259,0.9896028529756732,1,0.5,11.430442299899283,Treatment
0139,0.7713899327312307,0.773026344011604,2.353042561808926,1.5444162767428347,0.7802466050328846,1,0.5,2.353042561808926,Treatment
0140,-1.2346103608947057,0.30891643227305926,-0.8892934205015448,-0.9256939286216463,0.6213074516911691,1,0.5,-0.8892934205015448,Treatment
0143,-0.9460739578837011,0.18296403327885802,-0.787640266296938,-0.7631099246048431,0.5725868802596803,1,0.5,-0.787640266296938,Treatment
0146,0.30504623440740486,1.68205418878721,6.804685916834209,1.9871004231946148,0.953720833718294,0,0.5,1.9871004231946148,Control
0147,0.7756980569140519,0.4888346276704727,1.4980339571687475,1.2645326845845246,0.6875206097821978,1,0.5,1.4980339571687475,Treatment
0149,-0.7063776060331578,2.0057056948359775,8.342185909979774,1.2993280888028198,0.977556171366829,1,0.5,8.342185909979774,Treatment
0153,1.0143071523513272,0.9472152852584343,3.2823483882349787,1.9615224376097615,0.8282354559677728,1,0.5,3.2823483882349787,Treatment
0156,-0.5879923019952618,0.8555785159264758,1.3038261497978778,0.26758621393121407,0.8038845211724466,1,0.5,1.3038261497978778,Treatment
0160,-0.6851661539208408,-0.4910309445514382,-0.44845884918240475,-1.176197098472279,0.31170228066270556,1,0.5,-0.44845884918240475,Treatment
0162,-0.3231570972464558,-0.37813764340891637,-0.2262497642252164,-0.7012947406553722,0.3526641726942485,0,0.5,-0.7012947406553722,Control
0163,0.23804525832380774,0.5876996220211452,1.2226767607819742,0.825744880344953,0.7216330353392678,1,0.5,1.2226767607819742,Treatment
0166,-1.004608285329336,2.217952500849961,9.942994557148836,1.2133442155206249,0.9867209643781559,1,0.5,9.942994557148836,Treatment
0167,-0.8656780848774425,0.8656432763721693,1.0658201171653303,-3.4808505273153934e-05,0.8066570922399702,0,0.5,-3.4808505273153934e-05,Control
0170,-0.5027891087004718,0.265458778842252,-0.22912299275050646,-0.23733032985821978,0.6046719696285914,0,0.5,-0.23733032985821978,Control
0172,0.7263778848843367,0.27292144282974967,1.0118108342117562,0.9992993277140865,0.607543198481676,0,0.5,0.9992993277140865,Control
0173,0.8321503415774975,0.625977553000989,1.928834911800204,1.4581278945784866,0.7343351676617178,0,0.5,1.4581278945784866,Control
0174,-0.7884928485062505,1.0873811506112132,2.119993260208488,0.29888830210496276,0.8615658010029552,1,0.5,2.119993260208488,Treatment
0176,-0.8576316218786432,0.29134604929228397,-0.5421935563560573,-0.5662855725863591,0.6146066640301586,1,0.5,-0.5421935563560573,Treatment
0177,0.5142541729494048,0.15546540995183256,0.6403258653083037,0.6697195829012373,0.5617727893925746,0,0.5,0.6697195829012373,Control
0180,0.05371980487753184,0.3260293084219727,0.4293246789887378,0.37974911329950456,0.627798909661254,0,0.5,0.37974911329950456,Control
0186,0.3228527518775006,-0.3642840783307611,0.4061164921627043,-0.041431326453260475,0.3578229439700023,1,0.5,0.4061164921627043,Treatment
0187,1.1791585376266718,0.8207854673177309,2.9369288380055094,1.9999440049444028,0.7941157610497667,1,0.5,2.9369288380055094,Treatment
0190,-2.8207044396951972,-0.529890326898766,-2.524082086062818,-3.3505947665939635,0.2980939866239112,1,0.5,-2.524082086062818,Treatment
0191,-0.6048424084117497,0.5876841040896346,0.37974485603234043,-0.01715830432211518,0.7216278264490099,1,0.5,0.37974485603234043,Treatment
0194,0.7822772149431183,0.5629665424316352,1.6976231419537964,1.3452437573747535,0.7132711665646255,1,0.5,1.6976231419537964,Treatment
0195,0.57535220657952435,1.0244116595869772,3.186396532968503,1.5997638661665015,0.8471795614501635,1,0.5,3.186396532968503,Treatment
