ID,U,X,Y_Z_0,Y_Z_1,Z,Z_cond_prob,Y,condition
001,0.007152596557983191,3.2997115042372123,3.3068641007951953,5.4567198529138015,0,0.5,3.3068641007951953,Control
002,-0.8281822626983865,3.6603478216265337,2.832165558928147,5.162339469741414,0,0.5,2.832165558928147,Control
003,0.5778490921452105,2.83785174544872,3.415700837593931,5.3346267103182905,1,0.5,5.3346267103182905,Treatment
004,-0.2896345265651574,2.9044976897397756,2.6148631631746184,4.567112008044506,0,0.5,2.6148631631746184,Control
005,-0.021539954183608292,3.5025917259669095,3.481051771783301,5.732347634766756,1,0.5,5.732347634766756,Treatment
006,-0.18812628802450215,1.2999580907745438,1.1118318027500416,2.261810848137314,0,0.5,1.1118318027500416,Control
007,-0.39968158970108736,2.39061997575429,1.9909383860532026,3.686248373930347,0,0.5,1.9909383860532026,Control
008,-0.2772999390248939,2.1441565425698745,1.8668566035449805,3.438934874829918,0,0.5,1.8668566035449805,Control
009,-0.07235468310655159,3.8840747760858245,3.811720092979273,6.253757481022186,1,0.5,6.253757481022186,Treatment
010,0.29748559272209457,4.719232634531062,5.016718227253157,7.876334544518688,0,0.5,5.016718227253157,Control
011,0.1007527028421655,4.2282749655509395,4.329027668393105,6.943165151168575,0,0.5,4.329027668393105,Control
012,0.17086470333562462,2.106973137621294,2.2778378409569187,3.8313244097675656,1,0.5,3.8313244097675656,Treatment
013,-1.0262190141572975,2.5852586512438016,1.559039637086504,3.3516689627084046,0,0.5,1.559039637086504,Control
014,-0.33070506707486214,2.7342456760468856,2.4035406089720235,4.270663446995466,1,0.5,4.270663446995466,Treatment
015,1.1727094479682332,4.65969141688382,5.832400864852054,8.662246573293963,1,0.5,8.662246573293963,Treatment
016,0.3115911627502939,1.505464449671815,1.817055612422109,3.069787837258017,1,0.5,3.069787837258017,Treatment
017,0.4099771106016764,3.2629865203181225,3.672963630919799,5.8044568910788605,1,0.5,5.8044568910788605,Treatment
018,-0.09214812734920137,3.724400794927379,3.632252667578178,5.994453065041867,1,0.5,5.994453065041867,Treatment
019,0.9489821230653783,2.71210587435757,3.6610879974229484,5.517140934601733,1,0.5,5.517140934601733,Treatment
020,-0.5543701680720406,2.9120148969690303,2.3576447288969895,4.313652177381505,0,0.5,2.3576447288969895,Control
021,0.3620098024808145,3.554304163689394,3.9163139661702084,6.193466048014907,0,0.5,3.9163139661702084,Control
022,-0.05136653670336419,3.5360005203744125,3.4846339836710483,5.752634243858255,1,0.5,5.752634243858255,Treatment
023,-0.5362168441388719,3.7153193827761375,3.1791025386372658,5.536762230025333,0,0.5,3.1791025386372658,Control
024,-0.30469169319158756,4.685237916186966,4.380546222995378,7.223165181088861,0,0.5,4.380546222995378,Control
025,-0.42875954643804776,4.250853185234568,3.8220936387965208,6.4475202314138045,0,0.5,3.8220936387965208,Control
026,0.4605451262641857,0.15721539250272532,0.6177605187669111,1.1963682150182737,0,0.5,0.6177605187669111,Control
027,-0.07091512781256526,3.155227774143935,3.08431264633137,5.161926533403338,0,0.5,3.08431264633137,Control
028,-0.13461230088281528,2.564425303174064,2.4298130022912487,4.212025653878281,0,0.5,2.4298130022912487,Control
029,0.41978893469505235,2.841021593258135,3.2608105279531876,5.181321324582255,0,0.5,3.2608105279531876,Control
